Tweet,Sentiment,Opinionated
Globe columnist exaggerates significance of errors by climate scientists | Climate Change | Pe... http://tinyurl.com/y9ws7by (via @ZoeCaron),Negative,No
AMERICAblog News: Right-wingers already claiming that the blizzard proves climate change doesn'... http://bit.ly/9IpvQm (via @thejoshuablog),Negative,No
Globe columnist exaggerates significance of errors by climate scientists | Climate Change | Pembina ... http://bit.ly/bZTYjC (via @ZoeCaron),Negative,No
AMERICAblog News: Right-wingers already claiming that the blizzard proves climate change ... http://tinyurl.com/ycatc7z (via @thejoshuablog),Negative,No
Globe columnist exaggerates significance of errors by climate scientists | Climate Change | Pembina I... http://ow.ly/1opTCs (via @ZoeCaron),Negative,No
AMERICAblog News: Right-wingers already claiming that the blizzard proves climate change doesn't ... http://is.gd/85ToG (via @thejoshuablog),Negative,No
BBC Worldnews 8-part series on cities and climate change http://ow.ly/1AXou (via @stephhicks @kaskadia @sejorg @ClimateCentral),Negative,No
Understanding climate change: There's an ap for that Boing Boing http://retwt.me/1LYne (via @AlanMullally),Negative,No
Carbon/Environmental Footprint Calculators | Teaching Climate Change Law & Policy http://retwt.me/1LYlo (via @wil_burns),Negative,No
New federal climate change agency proposed http://retwt.me/1LYln (via @KansasAgland),Negative,No
The Robin Hood Tax ' Home - a tiny tax on finacial transaction to tackle poverty and climate change h... http://ow.ly/1opQj2 (via @nickyorr),Negative,No
Snowstorms Do Not Disprove Climate Change | Media Matters Action Network http://retwt.me/1LYlk (via @mmaction),Negative,No
Another Snowstorm: what happened to global warming? http://bit.ly/9M6Pk6 #climate,Negative,No
climate change | glaciers | acrtic | melting http://retwt.me/1LYil (via @EarthBlog),Negative,No
Help us to tackle poverty and climate change: Support the Robin Hood Tax | FabianPattberg.com http://retwt.me/1LYik (via @honorthysowbug),Negative,No
The Dept of Energy & Climate Change; Roadmap project re decarbonising & securing energy supplies by 2050; http://bit.ly/cqpvwO,Negative,No
RT @spellboundblog New NOAA Climate Portal shares climate change data w/public http://bit.ly/bVWi2O http://tinyurl.com/yjuj5a5,Negative,No
Books and Books Duchess in Montreal to fight climate change: CBC.ca Along with being the public fac... http://bit.ly/aVWTpN mybookstop.info,Negative,No
"@CrabLover7 According to Time Mag these blizzards are a result of man made global ""warming""  - gotta love it",Negative,No
Sean Hannity: Snow Storms Contradict Climate Change http://retwt.me/1LYeH (via @HeavyDigga),Negative,No
Missed the climate change series at RICS HQ? Check out the videos on http://bit.ly/a5qYDE #sustainability (via @RICSsurveyors),Negative,No
2nd major storm in less than a wk from Washington to New York  - forces federal gov't & the UN to close (The bright side of global warming?),Negative,No
Climate change mitigation in German agriculture | Ecologic Institute http://retwt.me/1LYa9 (via @EcologicBerlin),Negative,No
"No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  http://eca.sh/UBkN",Negative,No
Reuters AlertNet - Accelerated migration and climate change a 'recipe for social disaster'-UN http://retwt.me/1LY7U (via @alertnetclimate),Negative,No
#insurance #insure US Climate Envoy Says China Tepid on Climate Change Agreement http://bit.ly/akodYs,Negative,No
A complete list of things caused by global warming | The SPPI Blog http://retwt.me/1LY4E (via @atomitron),Negative,No
Lords fear public is losing confidence in climate change science - Telegraph http://retwt.me/1LY3b (via @environsecnews),Negative,No
"Do We Finally Have Proof that Global Warming by CO2 Emissions is a Hoax?, FamilySecurityMatter... http://ow.ly/1ooD9X (via @climaterealists)",Negative,No
"Climate Change Policy & Projects Officer jobs, Bristol, •_£35,062 and benefits | Guardian Jobs http://retwt.me/1LXWI (via @greenenergyjobs)",Negative,No
"Fabricated quote used to discredit climate scientist - Climate Change, Environment - The Independent http://retwt.me/1LXT2 (via @i_buy_eco)",Negative,No
Current Politics of Climate Change - A Toothless IPCC http://bit.ly/cvQBj9,Negative,No
"no one is dying because of health care or al gore's climate change. there is no rush, all these con artists are doing is stealing money.",Negative,No
"Al Gore is the human ground hog. Whenever he makes a public statement on global warming, there is six more weeks of winter.",Negative,No
"Global Warming, where are you? PLEASE COME BACK!!! #tcot",Negative,No
RT @EJM421: Drudge Report: Senate global warming hearing canceled due to snow... http://tinyurl.com/yjpzt8l (cont) http://tl.gd/82ajf,Negative,No
Neighbors inspiring each other to action on climate change at Ghost of Midnight http://retwt.me/1LXOb (via @frontporchforum),Negative,No
Never stops being funny. RT @Drudge_Report: Senate global warming hearing canceled... http://is.gd/834gK,Negative,No
Climate Change Freak http://bit.ly/9wDYhe (Youth Climate Mvmt),Negative,No
Palin Dismisses Climate Change as 'Snake Oil Science' ' Agree to Disagree http://retwt.me/1LXNi (via @masonry),Negative,No
"RT @MarkKrajnak: Annnnd....we have snow.. (Annnnd more snow, and more snow and even more snow - must be global warming)",Negative,No
"RT @Drudge_Report: Senate global warming hearing cancelled... http://drudge.tw/dyAWzC ~ Oh, the irony!  :-)",Negative,No
All this cold a weather I guess global warming is on vacation right now,Negative,No
"Q&A: Carol Browner, Director of the White House Office of Energy and Climate Change Policy - OnEart... http://ow.ly/1on8jD (via @OnEarthMag)",Negative,No
Never mind McCain supports global warming legislation. Progressives are too blind to own ideologue talking points for their own arguments.,Negative,Yes
"""Even McCain supporters"" support global warming legislation. That said 'progressive' nerd. Cuz, ya know, McCain supporters are stupid.",Negative,No
"RT @Demre: Party of No-Yup! #PON #GOP #M4TX No, I don't want government. regulating something as vague as ""climate change,"" !",Negative,No
"No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  http://eca.sh/UBkN",Negative,No
Those who demand you believe that Islam is a Religion of Peace also demand you believe in Anthropagenic  Global Warming.,Negative,No
BBC News - Time to think small on climate change http://retwt.me/1LXrL (via @terriferic),Negative,No
"Party of No-Yup! #PON #GOP #M4TX No, I don't want government. regulating something as vague as ""climate change,"" !",Negative,No
http://www.spectator.co.uk/print/politics/all/5749853/the-global-warming-guerrillas.thtml The global warming guerrillas,Negative,No
Global Warming video. http://www.youtube.com/watch?v=EMhUZAq5IxQ,Negative,No
"RT @EYnews: Being #carbon market ready is logical business says Climate Change & Sustainability leader, Steve Starbuck: http://bit.ly/bEhJge",Negative,No
"Federal Government Proposes Climate Change Agency ' Environmental Leader ' Green Business, Sustainable ... http://is.gd/81t1t (via @ELDaily)",Negative,No
@pir8gold -I'd spend money on moving the over heated polar bears to east coast. Would be cheaper that FUNDING GLOBAL WARMING,Negative,No
. Global Warming: Melting Away! | The Doc Is In effects of global warming http://bit.ly/9e5vFk,Negative,No
Climate Change warning 1953 style http://bit.ly/bb8iyH,Negative,No
USA: Does Climate Change Affect Your Business? SEC Issues Interpretive Guidance On Disclosure For Public... http://tinyurl.com/yetokt4,Negative,No
Knee-Jerk No Fly Ban Discredits Global Warming Alarmists:  http://bit.ly/dabV1N (FTSN Social),Negative,No
@PubliusTX So Exxon falsified the climate change data?,Negative,No
RT @Global_Witness: Vacancy: Senior Climate Change Campaigner http://bit.ly/aoJxNT #climate #energy #humanrights #... http://bit.ly/c9vB5v,Negative,No
Palin likens global warming studies to 'snake oil'  http://bit.ly/bvfjK3 #climate,Negative,No
What do you think causes global warming? causes of global warming ;O http://bit.ly/cl0a5P,Negative,No
The World Bank's climate change site using Drupal | Dries Buytaert http://retwt.me/1LX2W (via @Dries),Negative,No
 Tuesday Open Thread: Climate Change Edition - Big Government http://retwt.me/1LX2g (via @BrianMoonan),Negative,No
Is Climate Change Legislation Dead in 2010? http://bit.ly/9R6vdm #susty,Negative,No
USA: SEC Adopts Guidance On Climate Change Disclosures http://tinyurl.com/y9v2j3o,Negative,Yes
Mayor calls for Londoners' ideas to help tackle climate change http://retwt.me/1LWVs (via @MayorOfLondon),Negative,No
BBC - Earth News - Climate change will make world more 'fragrant' http://retwt.me/1LWU2 (via @bbcscitech),Negative,No
"""Salt. It's almost as dangerous as global warming"" #potentialsaltwarslogans #tcot@menardsguy",Negative,No
Climate Change Adaptation Strategy http://retwt.me/1LWTS (via @TheABD),Negative,No
Only 2 Tory MPs sign EDM accepting climate change http://retwt.me/1LWSc (via @libcon),Negative,Yes
Palin Likens Global Warming Studies To 'Snake Oil' At Redding ... - BayInsider http://bit.ly/9Nk1Ca - #copenhagenR... http://bit.ly/ajYACz,Negative,No
Axelrod: Climate change needs GOP - The Hill's E2-Wire http://retwt.me/1LWKh (via @E2Wire),Negative,No
Obama proposes federal climate change agency: WASHINGTON - The Obama administration proposed a new climate change ... http://bit.ly/bc7eYc,Negative,No
Climate change impact of soil underestimated: study - Yahoo! News http://retwt.me/1LWHQ (via @RarePlanet),Negative,No
Something must be done right now about global warming so our children can live in a better world where the weather is good,Negative,No
Global warming is truly affecting the weather patterns of this planet negatively and causing destructive weather all over this world.,Negative,No
The issue of global warming must be dealt with it's time for alternative energy sources which won't harm out planet.,Negative,No
It's time to do something about global warming issue in this world before in gets out of control and causes more violent weather,Negative,No
"Government run climate-change: http://bit.ly/cX1XGw There is no global warming, the sky is not falling! Get a grip you tree hugging wackos!",Negative,No
:) Go Green Toolshed ' Blog Archive ' Global Warming Myths and Facts http://bit.ly/9U3wJH causes of global warming,Negative,No
@pdigaudio That darn Global Warming!,Negative,No
What you need to know about: Climate Change http://retwt.me/1LWE8 (via @ArchwoFrontiers),Negative,No
 New Federal Climate Change Agency Forming - Big Government http://retwt.me/1LWCn (via @Erudite_Enigma),Negative,No
solar thermal application  The Solar Power Home And Effects On Global Warming,Negative,No
:P Fundamental Ways That Could Stop Global Warming medicine,Negative,No
http://www.foxnews.com/politics/2010/02/08/administration-proposes-new-agency-study-climate-change/ New Agency to Study Climate Change,Negative,No
There is No Man Made Climate Crisis (Global Warming is a Hoax) http://bit.ly/auUPBL global warming :O,Negative,No
The U.S. is forming new climate change agency | Oregon Local News - OregonLive.com http://retwt.me/1LWmF (via @OregonianEnviro),Negative,No
global warming swindle http://bit.ly/aNW5SC Why do you think the UK channel 4 show: The Great Global Warming Swindle will not get aire... ;),Negative,No
FOXNews.com - Administration Proposes New Agency to Study Climate Change http://retwt.me/1LWlE (via @spindvorin),Negative,No
New Federal Climate Change Agency Forming http://bit.ly/dmOGrA ;O national ocean service,Negative,No
@ewerickson That would be climate change.,Negative,No
Obama starts agency on climate change | National | Chron.com - Houston Chronicle http://retwt.me/1LWjL (via @carmenhopeless),Negative,No
U.S. creating climate change agency - Climate Change- msnbc.com http://retwt.me/1LWbe (via @patboyle60),Negative,No
"RT @Doc_0: If the purpose of int'l courts is 2 prosecute crimes against humanity, everyone behind the global warming fraud belongs in court.",Negative,No
Diigo: Obama starts agency on climate change | National | Chron.com - Houston Chronicle: In many ways Obama is wor... http://bit.ly/94h14T,Negative,No
EnCana's $31-million free pass: why we need to put a price on pollution | Climate Change | Pemb... http://tinyurl.com/yatgg8p (via @pembina),Negative,Yes
New federal climate change agency forming | D.C. Now | Los Angeles Times http://retwt.me/1LW7w (via @washdcnews),Negative,No
Tristan Jones previews this Thursday's event @EarthInstitute Illuminating the Science: Art and Climate Change: http://bit.ly/aiDGwt,Negative,No
"Climate Service,' New Federal Climate Change Agency, Is Forming http://retwt.me/1LW7a (via @ClimaTweets)",Negative,No
RT @VinsonandElkins: SEC Issues Guidance on Disclosure Related to Climate Change http://bit.ly/bmFnfI #energy,Negative,No
Obama starts agency on climate change http://bit.ly/c4x0zB,Negative,No
:O YouTube - Thomas Sowell: Global Warming Manufactured by Intellectuals? http://bit.ly/9mJLOt commentator,Negative,No
"Don't Neglect Natural Solutions To Climate Change Crisis, Experts Tell Canada :: Northumberland... http://tinyurl.com/y8lgvk8 (via @nfoldca)",Negative,No
Chron Energy: China's climate change quandry: http://bit.ly/ciiKHF,Negative,No
"RMetS meeting: Adapting our cities for future climate change 17/02/2010, 2pm, Imperial College, London, http://bit.ly/cEV0OE",Negative,No
Is climate change skepticism good for climate science? | Humanitarian News http://retwt.me/1LW0X (via @NewsOnGreen),Positive,Yes
Pentagon Considers Climate Change a National Security Threat | UN Dispatch http://retwt.me/1LVY6 (via @peterdaou),Negative,No
"@xyrotr1 Enjoying the Global Warming, are we?",Negative,No
RT @ANGAus: WH Director of Energy & Climate Change Browner: 'We think there are tremendous opportunities with #natgas' http://bit.ly/d3CAKq,Negative,Yes
Stop Global Warming; Stop Cutting Down the Trees and Plant More ... ! http://bit.ly/chYuwU climate change,Negative,No
Environmental Economics: Is climate change skepticism good for climate science? http://retwt.me/1LVWp (via @tim_env_econ),Positive,Yes
;O Winter Arctic Blast Proves Climate Change is Real http://bit.ly/98WI1L al gore global warming,Negative,No
Push to change embattled climate panel: A prominent scientist has joined sceptics in calling for the UN authority ... http://bit.ly/9t3Pnr,Negative,Yes
The great global warming collapse http://tgam.ca/Hrh (via @globeandmail),Negative,No
Top UN environment official defends conclusions of landmark climate change report http://retwt.me/1LVTf (via @onenergy),Negative,No
"Disclosing the Real Risks on Climate Change by Paul Driessen, TownHall.com | Climate Realists http://retwt.me/1LVSJ (via @climaterealists)",Negative,No
"Business Energy Adviser x2 (Climate Change / Energy / Carbon Emissions) jobs, Thundersley... http://tinyurl.com/yd3jl3d (via @GJenvironment)",Negative,No
Species vulnerability to climate change: sharks and sting rays in the Great BarrierReef - Front ... http://ow.ly/1oipjF (via @ResearchBlogs),Positive,Yes
"Despite the sceptics, climate change must remain a priority | Editorial | Comment is free | The Ob... http://ow.ly/1oikU5 (via @guardianeco)",Negative,Yes
Would selling flood insurance to eskimos be as grimey as Goldman and Sachs? I mean global warming could damage their igloos.,Negative,No
Thoughts on Marketing the Climate Change Issue http://retwt.me/1LVPe (via @ecoelectrons),Negative,No
Epoch Times - 'One Million Women' a Starting Point on Climate Change http://retwt.me/1LVNt (via @seekoeur),Negative,No
Climate change deniers gain momentum ' Mac Uaid http://retwt.me/1LVKZ (via @LiamMacUaid),Negative,No
India needs more research on climate change: Shyam Saran | CalcuttaTube http://retwt.me/1LVKY (via @calcuttatube),Negative,No
"No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  http://eca.sh/UBkN",Negative,No
"Climate change plan reckless, says Malcolm Turnbull http://retwt.me/1LVI5 (via @_steve_nash)",Negative,No
How can ethical analysis make a contribution to climate policy? Read the review in WIREs Climate Change http://bit.ly/bR24mX,Negative,Yes
Australia's PM losing ground over climate change as election nears - Vancouver Sun http://bit.ly/d2PJrK - #copenha... http://bit.ly/cY4yKK,Negative,No
Thoughts on Marketing the Climate Change Issue http://bit.ly/aUatfh #susty,Negative,No
Need for precise information on climate change: Shyam Saran - dnaindia.com http://retwt.me/1LVCt (via @tnewsindia),Negative,Yes
"James J. McCarthy, Ph.D.: It's Time for President Obama to Set the Record Straight on Climate Change: In recent m... http://huff.to/dii61M",Negative,No
Behind the BBC poll on climate change http://retwt.me/1LVBy (via @libcon),Negative,Yes
Water at core of climate change impacts - U.N. experts - Yahoo! News http://retwt.me/1LVBf (via @climatenews),Negative,No
India needs more research on climate change: Shyam Saran http://retwt.me/1LVzz (via @India_Headlines),Negative,No
India needs more research on climate change: Shyam Saran http://retwt.me/1LVzk (via @HeadlinesIndia),Negative,No
Climate change helps invasive plants become more destructive- Hindustan Times http://retwt.me/1LVx7 (via @Indiaclimate),Negative,No
UK panel ropes in India to fight climate change http://retwt.me/1LVwQ (via @Indiaclimate),Negative,No
Scientists develop crops to endure climate change | Manila Bulletin http://retwt.me/1LVwp (via @manila_bulletin),Negative,No
IndiaVision News - Use religious leaders for climate change awareness: Nobel laureate http://retwt.me/1LVvX (via @indiavisioncom),Negative,No
"Climate change plan reckless, says Malcolm Turnbull http://retwt.me/1LVvh (via @new_headline)",Negative,No
Rudd versus Abbott on climate change: what's the difference? ' Crikey http://retwt.me/1LVuR (via @NecoMovement),Negative,No
The Minister for coal out of step with climate change action http://bit.ly/cbrpKb,Negative,No
The great global warming collapse http://tgam.ca/Hrh (via @globeandmail) What a HOT MESS!!! #climategate,Negative,No
The Space-Age Disco Ball For Combating Climate Change http://retwt.me/1LVtB (via @frommoneyorg),Negative,No
Emissions trading failing to combat climate change | Humanitarian News http://retwt.me/1LVtA (via @NewsOnGreen),Negative,No
"@Hoptoad4  This #HCR Bill, Cap & Tax, Climate Change, Stimulus, Cash for Clunker, prosecuting Terrorist........ just a few!",Negative,No
Empowering a Climate Change Movement -- Part 3: Instead of Cursing the Dark ... - Huffington Post... http://ow.ly/1ogZUK (via @HumanityNews),Negative,No
"A Note About Climate Change, Politics, Exhaustion http://retwt.me/1LVjl (via @vermontaigne)",Negative,No
Carbon-Based: Western Australia drought is 'proof of climate change' | Study Abroad Education Links http://retwt.me/1LVj9 (via @myEduLinks),Negative,No
Effort underway to suspend California\'s global-warming law greenhouse gas emissions  :O,Negative,Yes
:) greenhouse gas emissions Effort underway to suspend California\'s global-warming law,Negative,Yes
YID With LID: The IPCC's Latest Climate Change Blunder...To Boldly Go Where No Stupidity Has Gone Before. http://bit.ly/dylG45 (via @CO2HOG),Negative,Yes
The Minister for coal out of step with climate change action http://bit.ly/cbrpKb,Negative,No
WA drought is 'proof of climate change' - The West Australian http://retwt.me/1LVfJ (via @thewest_com_au),Negative,No
"RT @RightNowLady: RT @DefendGlenn ""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot  #hhrs",Negative,No
"Global warming to hit rice production: Report: At the university's 48th annual conference, he cited another study ... http://bit.ly/cR4mNF",Negative,No
"Al Gore, where are you? Can you get back to your 1st invention, the internet and leave global warming to nature? What a disgrace. #tcot",Negative,No
"You and Us and Me - Glacier Responses to Climate Change are Complex, as are the Impacts http://retwt.me/1LVbB (via @NewsOnGreen)",Negative,No
Conservationist: Colo. sees climate change effects - The Denver Post http://retwt.me/1LVbA (via @denverpost),Negative,No
http://www.documentarywire.com/great-global-warming-swindle Great Global Warming Swindle,Negative,No
Aid News - Water at core of climate change impacts-UN experts http://retwt.me/1LVaK (via @AidNews),Negative,No
WA drought is 'proof of climate change' (AAP) | Humanitarian News http://retwt.me/1LVat (via @NewsOnGreen),Negative,No
Public loses faith in climate change science after leaked emails scandal | Environment | The Guardian http://retwt.me/1LV9W (via @buyeco),Negative,No
Raj Pachauri's Fall From Grace: India forms new climate change body (they no longer trust ... http://tinyurl.com/ykrh9vx (via @TheDailyBail),Negative,No
Only two of 10 climate reduction proposals from developed world to #Copenhagen would keep global warming below 2•_ÁC... http://bit.ly/bY5fPN,Negative,No
Climate change report errors http://retwt.me/1LV8B (via @MTJudd),Negative,No
"No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  http://eca.sh/UBkN",Negative,No
Because 'man-made global warming' skeptics in Alaska rock and  http://bit.ly/aEAwKV :) global warming skeptics,Negative,No
Water at core of climate change impacts-UN experts| Reuters http://retwt.me/1LV2v (via @Reconsider),Negative,No
Water at core of climate change impacts - U.N. experts (Reuters) | Humanitarian News http://retwt.me/1LUZA (via @NewsOnGreen),Negative,No
Water at core of climate change impacts: experts | Humanitarian News http://retwt.me/1LUZz (via @NewsOnGreen),Negative,No
"Climate change, pollution are suspects in rusty blackbirds' plummeting numbers ' Dallas Morning Ne... http://ow.ly/1ofJJ1 (via @SwampSchool)",Negative,No
There must be some alternative energy resources to prevent global warming affects from increasing and impacting this planet negatively,Negative,No
Collaborative coverage of climate change: Mother Jones and six other news organizations are trying it http://jr.ly/yphe,Negative,No
Something must be done to prevent global warming from increasing this planet's temperatures and affecting this planet even more.,Negative,No
The global warming is totally messing up the weather patterns in this world and is causing violent weather storms worldwide very hurtful,Negative,No
The massive rainstorms and lots of terrible weather is affecting our planet something must be done about global warming soon,Negative,Yes
The Great Global Warming Collapse #copenhagen http://bit.ly/b4VuvpRT @/greenconscience: The Great Global Warming C... http://bit.ly/bnaxXk,Negative,No
RT @americanthinker: Global Warming and the Science Fair Test  http://bit.ly/8cYHZw,Negative,No
New errors in IPCC climate change report http://retwt.me/1LUTW (via @theopolitico),Negative,No
Will the sheeple in Philly finally understand who has been brainwashing them about global warming and why? #tcot Naaahhhaaaa. #gop,Negative,No
"Glacier Responses to Climate Change are Complex, as are the Impacts | Humanitarian News http://retwt.me/1LUQA (via @HumanityNews)",Negative,No
India seeks clarity on equity of climate change flow | CalcuttaTube http://retwt.me/1LUQa (via @calcuttatube),Negative,No
You and Us and Me - Olympics organisers desperate for climate change http://retwt.me/1LUOV (via @NewsOnGreen),Negative,Yes
"via @Drudge_Report RFK, Jr. 15 months ago: Global warming means no snow or cold in DC... http://bit.ly/a13OjC #tcot (via @CO2HOG)",Negative,No
J&K governor warns of the dangers of climate change - dnaindia.com http://retwt.me/1LUO3 (via @asim7asim),Negative,No
India seeks clarity on equity of climate change flow http://retwt.me/1LULK (via @HeadlinesIndia),Negative,No
You and Us and Me - Olympics organisers desperate for climate change http://retwt.me/1LUK2 (via @NewsOnGreen),Negative,Yes
Olympics organisers desperate for climate change | Humanitarian News http://retwt.me/1LUJx (via @NewsOnGreen),Negative,Yes
http://bit.ly/cW9vRo How can we stop global warming in small ways? ;O stop global warming,Negative,No
baby steps ;) How can we stop global warming in small ways?,Negative,No
Obama: Id Hire Gore  climate change ;P,Negative,No
CENSORED NEWS: Cochabama: Peoples World Conference on Climate Change and Mother Earth's Rights http://retwt.me/1LUDG (via @RaysFreedomHash),Negative,No
"No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  http://eca.sh/UBkN",Negative,No
RT @Qorianka: LINKS 4 World People's Conference on Climate Change and the Rights of Mother Earth - WPCCC http://bit.ly/bOGCzx,Negative,No
The great global warming collapse http://su.pr/AKJJ3Y #tcot #climatechange,Negative,No
Olympic Organisers desperate for climate change | Humanitarian News http://retwt.me/1LUzL (via @NewsOnGreen),Negative,Yes
i hope obama and the rest of the DNC idiots who gathered in DC today enjoyed the blizzard - wonder if global warming was discussed,Negative,No
"Despite the sceptics, climate change must remain a priority | Editorial | Comment is free | ... http://tinyurl.com/ykt38vd (via @Earth_News)",Negative,Yes
"Think-tanks take oil money and use it to fund climate deniers - Climate Change, Environment - The I... http://ow.ly/1oe5CH (via @terriferic)",Negative,No
Climate change scientist: I considered suicide | Mail Online http://retwt.me/1LUxE (via @MailOnline),Negative,No
Climate change research bungle - Telegraph http://retwt.me/1LUxD (via @TelegraphNews),Negative,No
China announces pledge to curb carbon emissions | Climate Change http://retwt.me/1LUxC (via @ecoactions),Negative,No
New errors in IPCC climate change report - Telegraph http://retwt.me/1LUwA (via @StopTheTakeover),Negative,No
"HOW ABOUT ALL THAT SNOW IN THE WASHINGTON AREA ? HOW'S THAT ""GLOBAL WARMING"" WORKING OUT FOR YOU MR. AL GORE ?",Negative,No
Climate Change Impacts And Vulnerability In The Eastern Himalayas - Indigenous Peoples Issues ... http://ow.ly/1odXhP (via @RaysFreedomHash),Negative,No
Pretty cool picture of the West Wing of the White House tonight.   Dang Global warming... http://twitpic.com/11ssdd,Negative,No
Twitlonger: RT @infowarsstories: Phony Climate Change Agenda Used In Australia to Force Expen... http://tinyurl.com/ycgoz8q (via @ihatematt),Negative,No
Phony Climate Change Agenda Used In Australia to Force Expensive Home Inspections http://retwt.me/1LUui (via @sminfowars),Negative,Yes
Lawmaker: Climate change just ruse to control population http://retwt.me/1LUsX (via @sminfowars),Negative,No
Climate change scepticism on rise - UK - World - The Times of India http://retwt.me/1LUst (via @TOIWorldNews),Negative,No
"Is Global Warming a ""Crock of S*%t?"" http://www.businessweek.com/lifestyle/content/jan2010/bw20100128_152091.htm",Negative,No
Is climate change hiding the decline of maple syrup? http://retwt.me/1LUqS (via @digg_sciences),Negative,No
PM's stand on Copenhagen a snub to UN climate change secretariat - India - The Times of India http://retwt.me/1LUqH (via @Newsquicki),Negative,No
African Youth Initiative on Climate Change | African Youth Initiative on Climate Change http://retwt.me/1LUpO (via @benkamorvan),Negative,No
"RT @Qorianka So excited. In Cochabamba 4 the World ppl's Conference on Climate Change & the Rights of Mother Earth, !!! http://bit.ly/dC1Z7S",Positive,Yes
Think Progress ' Utah state representative claims climate change is a 'conspiracy' aimed at popula... http://bit.ly/b8a5rM (via @washdcnews),Negative,No
compliment ! Go Green Toolshed ' Blog Archive ' NASA Global Warming Alarmist ...,Negative,No
Consensus needed for climate change accord in Mexico' http://retwt.me/1LUob (via @tinewsalert),Negative,No
Rajendra Pachauri: head of UN climate change panel clocks up half a million miles of air travel http://retwt.me/1LUoa (via @VectorBreak),Negative,No
"Fuel-less, battery-less auto engine displayed in the UN-Climate Change ' http://retwt.me/1LUnJ (via @Egilacbr9)",Negative,No
RT @TM_Climate: Climate Interactive Scorecard on the Copenhagen Accord | Teaching Climate Change Law & Policy http://retwt.me/1LUnq (via @wil_burns),Negative,No
Climate Interactive Scorecard on the Copenhagen Accord | Teaching Climate Change Law & Policy http://retwt.me/1LUnq (via @wil_burns),Negative,No
Cyberspace climate change | Permaculture.TV free video cooperative http://retwt.me/1LUmN (via @permaculturetv),Negative,Yes
RT @VRWCTexan: The great global warming collapse http://tgam.ca/Hrh (via @globeandmail),Negative,No
The great global warming collapse http://tgam.ca/Hrh (via @globeandmail),Negative,No
RT @Qorianka: In Cochabamba for the World People's Conference on Climate Change and the Rights of Mother Earth http://bit.ly/Anhhb,Negative,No
IndiaVision News - 'Consensus needed for climate change accord in Mexico' http://retwt.me/1LUiC (via @indiavisioncom),Negative,No
Consensus needed for climate change accord in Mexico' http://retwt.me/1LUf6 (via @India_Headlines),Negative,No
CentreRight: Al Gore and his followers are losing the climate change debate http://retwt.me/1LUey (via @TimMontgomerie),Negative,No
Consensus needed for climate change accord in Mexico http://retwt.me/1LUex (via @HeadlinesIndia),Negative,No
Are we all climate change denialists? - The Division of Needs - Jim Richardson http://retwt.me/1LUdv (via @jimrhiz),Negative,No
"RT @fredthompson DHS cites global warming as security threat. Um. worry less about temp of planet, more about temp of terrorist undies #tcot",Negative,No
Digg: Is climate change hiding the decline of maple syrup? http://bit.ly/cXAjme,Negative,No
"RT @joelcomm: The Great Global-Warming Collapse - http://TwitPWR.com/Dev/  (good.. can we now get back to reality?) &lt;&lt; The ""settled science""",Negative,No
"RT @fredthompson: DHS cites global warming as security threat. Um... worry less about temp of planet, more about temp of terrorist undies.",Negative,No
Rajendra Pachauri: head of UN climate change panel clocks up half a million miles of air travel - T... http://is.gd/7Pxrw (via @csringo2138),Negative,No
@pdigaudio Global warming kills.,Negative,No
Global Warming Wont Melt Ignorance stake  :),Negative,No
Global Warming Wont Melt Ignorance stake,Negative,No
PM's stand on Copenhagen a snub to UN climate change secretariat http://bit.ly/b2XMJf,Negative,No
Is climate change the new faith? | Simon Hoggart's week | From the Guardian | The Guardian http://retwt.me/1LU7M (via @Earth_News),Negative,No
YouTube - Climate change sceptic in Australia - Lord Christopher Monckton http://retwt.me/1LU5N (via @AlterXMedia),Negative,No
Detectives question climate change scientist over email leaks : Federal Jack http://retwt.me/1LU5A (via @FederalJack),Negative,No
"@mkhammer Its surprising there is no global warming conference in Wash, D.C. this week. Usually when they talk, God answers. #tcot",Negative,No
Sea Turtle Restoration Project:Leatherback on International Climate Change Hit List http://retwt.me/1LU2D (via @geographile),Negative,No
Living Outside the Dialectic: UN climate change panel based claims ' http://retwt.me/1LU2e (via @Moon4ljy),Negative,No
"RT @rhonyk: @Qorianka Many thx 2 U Sister,for yr partcipation in the World Peoples Summit 4 Climate Change. #Indigenous #EarthRights #Global",Negative,No
The global warming guerrillas' by MATT RIDLEY @The_Spectator: http://bit.ly/aTO0SY #JustWrong #Climategate #glaciergate #tcot #IPCC,Negative,No
"RT @EdMorrissey: Suddenly, the British have become a lot more skeptical about global warming #tcot http://is.gd/7OQp0",Negative,No
About Omniclimate ' The Unbearable Nakedness of CLIMATE CHANGE http://retwt.me/1LTZC (via @afashionfan),Negative,No
YouTube - Lord Monckton on Climate Change - Melbourne Highlights clip (2 of 2) http://retwt.me/1LTZk (via @walterray),Negative,No
How our belief in climate change is draining away as number of doubters rises by 10% in three months ... http://is.gd/7OGi4 (via @LaneLaura),Negative,No
